"aa_id"|"examschool"|"examschooltype"|"subject"|"result"|"gov"|"cat"|"qualification"|"piece"|"composer"|"piority"|"lastupdate"|"staffid"|"remarks"|"event"
"S038379"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 March 2021 [133]"|"Beethoven Sonate Opus 14 No. 1"|"Beethoven"|1|"20210910173925"|"AA00061"|"-Member of school senior orchestra (clarinet)(2019-2021);
-Piano accompanist of orchestra (2021) and school choirs (2019-2020) 
*school choirs were suspended due to pandemic
-Member of school junior choir & Hymn Choir (2016-19), senior choir (2019-2020)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039152"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Cello Performance Grade 8, Jan 2021 [139]"|"Suite 1 (Prelude, Allemande, Gigue)"|"J.S. Bach"|1|"20210820121533"|"AA00061"|"Joined School Junior Orchestra since 2017 and was cello principal in 2019; and then promoted to Senior Orchestra and String Orchestra since 2019.

(1) Strings Competition May2021 (Faure: Elegie) https://youtu.be/8BZqnd5pfC0
(2) ABRSM Cello Performance Grade 8 Recording Jan 2021 https://youtu.be/hPyDdf-gvHo



(3) Cello Performance (Austrian Master Class, Zell, Austria) Aug 2019 (Squire: Tarantella Op,23)

https://youtu.be/jaiN5D2_sj8"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040896"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 5, Nov 2019 [134]"|"Telemann Lento and Allegro (1st and 2nd movts from Sonata in D, TWV 41:D6)"|"Telemann"|1|"20210820105047"|"AA00061"|"School's Virtual Christmas Music Concert - Dec 2020
CCC Kei Wan Primary School (Aldrich Bay) - Open Day - Jun 2019, School's Christmas Concert - Dec 2018
 Music video clip: https://drive.google.com/file/d/1rq5yyhKXJ5yTO33n6mhpSsTpnZzifBp1/view"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040029"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL December 2020 [69/100]"|"Chopin Grande Valse Brillante Op.18 (in Eb major)"|"Frederic Chopin"|1|"20210827165817"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S035067"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"ABRSM Grade 8 September 2019 [135]"|"Danse Boheme from Carmen, Act 2"|"BIZET"|1|"20210903170018"|"AA00032"|"-Percussion Band (but due to the pandemic, no more practices)
-Participated in School's Band which included music composition project and then performed the pieces in School."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S035067"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"test"|"test"|"test"|1|"20210903170603"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041398"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8 August 2021 [pending]"|"Waltz in B minor Opus 69 No.2"|"Chopin"|1|"20210904114654"|"AA00032"|"Experience of group music making: Wind Band of Yaumatei Catholic Primary School (Hoi Wang Road), 2016-2019 - 71st Hong Kong Schools Music Festival Wind Band U13 - Merit 2019
Experience of singing (choirs etc) with approximate date Yip's Children Choir, 2011-2016 (Yearly Annual Concert) School Choir of Yaumatei Catholic Primary school, (Hoi Wang Road) (2019) - 71st Hong Kong Schools Music Festival, Church Music Chinese U13 - Merit (2019) Opera Hong Kong Children Chorus, 2016 till now (Outstanding member in 2018 & 2019. Yearly Annual Concert) Acted as Catepillar, Soldiers and Black Chorus in ""Alice in Wonderland"" musical, 2017 Acted as Admiral von Schreiber and Chorus in ""Sound of Music"" musical, 2018 Acted as Pirates and Chorus in ""The Pirates of Penzance"" musical, 2019 Acted as Koko in ""Mikado"" musical, 2021"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041500"|""|"Music Audition"|"Harp"|""|"N/A"|""|"attempting ABRSM Grade 8 (Harp) in Dec of 2021"|"Gavotte"|"Carlos Salzedo"|1|"20210904113147"|"AA00032"|"Experience of group music making: Harp Ensembles in Harp Chamber (2019-2021)
Experience of singing (choirs etc): St. Stephen's College Choir, 2019-2021"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040029"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity ATCL December 2020 [69/100]"|"Chopin Grande Valse Brillante Op.18 (in Eb major)"|"Frederic Chopin"|1|"20210827170427"|"AA00061"|"Was a member and pianist in the school choir for more than 5 years in La Salle Primary school.(2011-2017) Played as keyboard/guitarist/vocal in a junior 5-people band. (2016-2021~)
Played as keyboard/guitarist/vocal in a junior 5-people band. (2016-2021~)
Sang in a choir for more than 5 years in Primary school.(2011-2017)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039988"|""|"Music Audition"|"Double Bass"|""|"N/A"|""|"ABRSM Grade 8 August 2019(125), will do ATCL exam in Oct 2021"|"Sonata in G minor (Movement two)"|"Henry Eccels"|1|"20210906132746"|"AA00032"|"Hong Kong Camerata Strings (Double Bass, 2015-2021); Symphony Orchestra at school (Double bass, 2019-2021); School band (Singing/Bass guitar, 2018-2021); School Musical (Bass guitar), Church band of Sunday School(Bass guitar, 2019-2021), Bell group of Church in Sunday Service (Double bass); Lower primary Choir(2015-2016); Primary Orchestra (2016-2018)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037934"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ATCL  August 2019 [86]"|"Grand Duo Concertant Op. 48 No. 1st Movement"|"C.M.v.Weber"|1|"20210906145511"|"AA00032"|"Diocesan Boys' School Symphony Orchestra, Diocesan Boys' School Wind Orchestra, Diocesan Boys' School Wind Ensemble, APA Junior Band, Alliance Primary School Symphony Orchestra,2018-2020; Alliance Primary School Senior Wind Band, 2017-2020."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041558"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, January 2021 [109]"|"Praludium and Courante 1st and 2nd Movements from Sonata in G Minor"|"H. Eccles"|1|"20210906150144"|"AA00032"|"2015-2018 - Percussion Ensembles, St. Paul’s Co-educational College Primary School 
2018-2020 - Orchestra, St. Paul’s Co-educational College Primary School
Bach’s Prelude in G Major performance clip: https://drive.google.com/file/d/1_YaHtkSmPTP5MYi3ETXh70IFgUZM6BHN/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037965"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 2 in 2015 (missing mark sheet and cert) Angus will enrol into Grade 8 in 2021"|"Snow, moon and flowers"|"Peter Sculthorpe"|2|"20210913102001"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Singing"|""|"N/A"|""|""|"The Birds' Lament"|"Richard Rodney Bennett"|2|"20210916103102"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S036874"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8 (2018)"|"Variations sentimentales"|"Carl Baermann"|1|"20210917102451"|"AA00032"|"-Diocesan Boys’ School Secondary Division Wind Band 2019-current
-Diocesan Boys’ School Primary Division Senior Orchestra 2016-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S036874"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 5 (2015)"|"Fantasiestucke Opus 73"|"Robert Schumann"|1|"20210917102451"|"AA00032"|"-Diocesan Boys’ School Secondary Division Wind Band 2019-current
-Diocesan Boys’ School Primary Division Senior Orchestra 2016-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040896"|""|"Music Audition"|"Cello"|""|"N/A"|""|""|""|""|1|"20210919133804"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040680"|""|"Music Audition"|"Percussion"|""|"N/A"|""|"Trinity ATCL Recital May 2021 [Pass]"|"Gitano 1st Movement"|"Alice Gomez"|1|"20210906162945"|"AA00032"|"-La Salle College Wind Orchestra ( 2017 - present ) 
-La Salle College Symphony Orchestra ( 2019 - present ) 
-La Salle College Percussion Ensemble ( 2017 - present )
-HK Children's Choir 2009-2011"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040293"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8 September 2021"|"Allegro: 1st movt from Quarter No.1 in D KV 285"|"Wolfgang. A. Mozart"|1|"20210910112703"|"AA00032"|"School orchestra 2017-2021 
School band 2020-2021
Woodwind performance 2021:
https://drive.google.com/file/d/1E0OSsl1HiZ1fpPZDi9ZsX1tvDY653wcL/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037934"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8, Aug 2018 [131]"|"Sonata(Clarinet in Bb), 1st and 2nd Movement"|"Leonard Bernstein"|1|"20200904121516"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2020"
"S038379"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 March 2021 [133]"|"Beethoven Sonate Opus 14 No. 1"|"Beethoven"|1|"20210906165726"|"AA00032"|"-Member of school senior orchestra (clarinet)(2019-2021);
-Piano accompanist of orchestra (2021) 
-Piano accompanist of school choirs (2019-2020) 
*school choirs were suspended due to pandemic
-Member of school junior choir & Hymn Choir (2016-19) 
-Member of school senior choir (2019-2020) 
*school choirs were suspended due to pandemic"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S035067"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 4 Aug 2016 [128]"|""|""|2|"20180923085036"|"AA00007"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S041183"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music erhu July 2021 [result to be announced]"|"Wang Chun Feng"|"Deng Yu Xian"|2|"20210910175937"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 November 2018 [123]"|"Mozart Concerto No.3 in G major K216 3rd Movement"|"Mozart"|1|"20210910175819"|"AA00032"|"Diocesan Boys' School Chinese Orchestra (Sept 2020-present) 
Diocesan Boys' School Primary Division Symphony Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division String Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division Chinese Orchestra (Sept 2017-Jul 2020)
Hong Kong Children's Choir (2013-2019)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 November 2018 [123]"|"Mozart Concerto No.3 in G major K216 3rd Movement"|"Mozart"|1|"20210910180032"|"AA00032"|"Diocesan Boys' School Chinese Orchestra (Sept 2020-present) 
Diocesan Boys' School Primary Division Symphony Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division String Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division Chinese Orchestra (Sept 2017-Jul 2020)
Hong Kong Children's Choir (2013-2019)
Performances: https://drive.google.com/file/d/1dLo_sHdkNGqkXCvPKV5VFazMYL-uv8K9/view?usp=drivesdk
https://www.youtube.com/watch?v=aNwZicmpwJw"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music erhu July 2019 [Pass]"|""|""|2|"20210910175937"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music Erhu Grade 5July 2019 [Pass]"|""|""|2|"20210910182527"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music erhu July 2021 [result to be announced]"|"Wang Chun Feng"|"Deng Yu Xian"|2|"20210910175944"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037965"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 2 in 2015 (missing grade 2 mark sheet and cert) Angue will enrol into ABRSM Grade 8 in 2021"|"Snow, moon and flowers"|"Peter Sculthorpe"|2|"20210913101741"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037965"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 2 in 2015 (missing mark sheet and cert) Angus will enrol into ABRSM Grade 8 in 2021"|"Snow, moon and flowers"|"Peter Sculthorpe"|2|"20210913101908"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM Grade 5 August 2019 [115]"|"Romanze 1805"|"Johann Nepomuk Hummel"|1|"20210916103002"|"AA00032"|"-Youth Choir at Pentecostal Mission Church 2020 - 2022
-Choir of S.K.H. Kei Yan Primary School 2016-2018
-Children Choir at Pentecostal Mission Church 2012-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM Grade 3 October 2017 [112]"|"Lindy Hop!"|"Tom Davoren"|1|"20210916103002"|"AA00032"|"-Youth Choir at Pentecostal Mission Church 2020 - 2022
-Choir of S.K.H. Kei Yan Primary School 2016-2018
-Children Choir at Pentecostal Mission Church 2012-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Music Office the Government of HKSAR Violin Advanced level 1 = Grade 6 Aug 2019 (72/100)"|""|""|2|"20210917182105"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040896"|""|"Music Audition"|"Cello"|""|"N/A"|""|""|""|""|1|"20210820103732"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040899"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 May 2017 [141/150]"|"Etude in G flat major Op. 10 No. 5"|"Chopin"|1|"20210906150745"|"AA00032"|"Pianists' Chamber of St. Paul's Co-educational College, 2018-2021 
Chamber music with the Young Musician Series, 2019-2021
Treble choir of St. Paul's Co-educational College, 2018-2021
(organising part rehearsals as a leader of alto)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039935"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Diploma July 2021 [45/50]"|"Schumann : Fantasy Pieces (Fantasiestrucke) Opus 73, Movements 1-3"|"Schumann"|1|"20210906152928"|"AA00032"|"Metropolitan Youth Orchestra (Section leader) : 2021- Present 
Post-Modern Orchestra Association (2nd Clarinet): 2021- Present
St. Paul's Co-Educational College's Wind Band (2nd Clarinet) : 2019- Present 
St. Paul's Co-Educational College's Symphony Orchestra (2nd Clarinet): 2019- Present 
St. Paul's Co-Educational College Primary School's Wind Band (Concert master): 2015- 2019 
St. Paul's Co-Educational College Primary School's Symphony Orchestra (Section leader): 2015- 2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039935"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Diploma July 2021 [45/50]"|"Schumann : Fantasy Pieces (Fantasiestrucke) Opus 73, Movements 1-3"|"Schumann"|1|"20210906153302"|"AA00032"|"Metropolitan Youth Orchestra (Section leader) : 2021- Present 
Post-Modern Orchestra Association (2nd Clarinet): 2021- Present; St. Paul's Co-Educational College's Wind Band & Symphony Orchestra (2nd Clarinet): 2019- Present ; St. Paul's Co-Educational College Primary School's Wind Band (Concert master): 2015- 2019; St. Paul's Co-Educational College Primary School's Symphony Orchestra (Section leader): 2015- 2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040852"|""|"Music Audition"|"Voice"|""|"N/A"|""|"ABRSM Grade 8 October 2019 [135]"|"Le Colibri, Op.2 no. 7 (Hamelle)"|"Ernest Chausson"|1|"20210906154019"|"AA00032"|"-YALC Broadway Kids (Broadway productions)
-YCIS Primary Orchestra 2011-2017
-YCIS Chorale 2018-present"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040852"|""|"Music Audition"|"Voice"|""|"N/A"|""|"ABRSM Grade 8 October 2019 [135]"|"Le Colibri, Op.2 no. 7 (Hamelle)"|"Ernest Chausson"|1|"20210906154328"|"AA00032"|"-YALC Broadway Kids (Broadway productions)
-YCIS Primary Orchestra 2011-2017
-YCIS Chorale 2018-present
-https://www.youtube.com/watch?v=vEJANB090wg"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039464"|""|"Music Audition"|"French Horn"|""|"N/A"|""|"ABRSM Grade 8 June 2021 (133 Distinction)"|"Rondo-Allegro 3rd Movement from Horn Concerto No. 2 in Eb, K417"|"W. A. Mozart"|1|"20210906161200"|"AA00032"|"Hong Kong Performers Winds 2018-2021 ; Renaissance College - Band of 40 2018-2020; Ying Wa Primary School - Junior Orchestra 2015-2018; Ying Wa Primary School - Choir 2015-2018;The Hongkong Children's Choir 2012-2015"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039464"|""|"Music Audition"|"French Horn"|""|"N/A"|""|"ABRSM Grade 8 June 2021 (133 Distinction)"|"Rondo-Allegro 3rd Movement from Horn Concerto No. 2 in Eb, K417"|"W. A. Mozart"|1|"20210906161341"|"AA00032"|"Hong Kong Performers Winds 2018-2021; 
Renaissance College - Band of 40 2018-2020; 
Ying Wa Primary School - Junior Orchestra 2015-2018; 
Ying Wa Primary School - Choir 2015-2018;
The Hongkong Children's Choir 2012-2015"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039464"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7 January 2021 (134 Distinction)"|"Rondo No.1 from Three Rondos on Folk Tunes"|"Bela Bartok"|2|"20210906161239"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040899"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ATCL Recital Diploma April 2019 [68/100]"|"Sonata in B minor, K. 27"|"Scarlatti"|1|"20210906151022"|"AA00032"|"Pianists' Chamber of St. Paul's Co-educational College, 2018-2021 
Chamber music with the Young Musician Series, 2019-2021
Treble choir of St. Paul's Co-educational College, 2018-2021
(organising part rehearsals as a leader of alto)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041705"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2021 [130]"|"F. M. Veracini: Allegro: 1st movement from Sonata in E minor, Opus 2 No. 8"|"F. M. Vercanini"|1|"20210820120910"|"AA00061"|"School Team: Senior String Orchestra-1st violin, 2017-present
Member of APA-JSE, 2018-present, concert master"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S035067"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 Sep 2017 [139]"|"Humoresque Op 126"|"Jean Absil"|2|"20180923084929"|"AA00007"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2018"
"S041705"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2021 [130]"|"F. M. Veracini: Allegro: 1st movement from Sonata in E minor, Opus 2 No. 8"|"F. M. Vercanini"|1|"20210906170740"|"AA00032"|"School Team: Senior String Orchestra-1st violin, 2017-present
Member of APA-JSE, 2018-present, concert master
F.M. Veracini: Allegro:1st mov't from Sonata in E minor, Op.2 No.8: https://drive.google.com/file/d/1AtFOOUsN2phyWwmUrubVPtjn5fFHhCfs/view?usp=sharing
Tchaikovsky: Canzonetta: Andante: 2nd mov't from Concerto in D, Op.35
https://drive.google.com/file/d/1CCeY4JSFVgSlG5Zg4kj2rTF7hVm4HuaQ/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041705"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2021 [130]"|"F. M. Veracini: Allegro: 1st movement from Sonata in E minor, Opus 2 No. 8"|"F. M. Vercanini"|1|"20210906170918"|"AA00032"|"School Team: Senior String Orchestra-1st violin, 2017-present; Member of APA-JSE, 2018-present, concert master
F.M. Veracini: Allegro:1st mov't from Sonata in E minor, Op.2 No.8: https://drive.google.com/file/d/1AtFOOUsN2phyWwmUrubVPtjn5fFHhCfs/view?usp=sharing
Tchaikovsky: Canzonetta: Andante: 2nd mov't from Concerto in D, Op.35
https://drive.google.com/file/d/1CCeY4JSFVgSlG5Zg4kj2rTF7hVm4HuaQ/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041756"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 May 2021 [127]"|""|""|2|"20210906171711"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039956"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 3 November 2016 [133]"|""|""|2|"20210906170229"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040960"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 Oct 2019 [122]"|"Mozart Sonata in Bflat major, K 454 for Piano and Violin, 2nd Movement"|"Mozart"|1|"20210906172242"|"AA00032"|"-HK Children's Choir
-School orchestra 2015-2020
-School choir, 2013- current"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038223"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 5, March 2021 [108]"|"Prelude: No. 1 from Five Bagatelles"|"Gerald Finzi"|1|"20210906173349"|"AA00032"|"Due to Covid 19, the school wind band had been suspended for 2 years. 
2016-2017 St. Paul's Co-Educational Primary School (Preparatory Choir) 
2017-2018, 2018-2019 St. Paul's Co-Educational Primary School (Junior Choir) 
2019-2020 St. Paul's Co-Educational Primary School (Intermediate Choir) 
Summer of 2021, started to compose with interest.
2020-2021, 2021-2022 St. Paul's Co-Educational Primary School (Senior Choir)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037965"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 2 2015 Will enrol into ABRSM.Grade 8 in 2021"|"Snow, moon and flowers"|"Peter Sculthorpe"|2|"20210906155228"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Music Office the Government of HKSAR Violin Advanced level 2 = Grade 7 Aug 2021 (71.5/100)"|"J.S. Bach Violin Sonata in A major, BMV 1015 4th Movement"|"Bach, Johann Sebastian"|2|"20210917182105"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038223"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 5, March 2021 [108]"|"Prelude: No. 1 from Five Bagatelles"|"Gerald Finzi"|1|"20210906173812"|"AA00032"|"Due to Covid 19, the school wind band had been suspended for 2 years. 
2016-2017 St. Paul's Co-Educational Primary School (Preparatory Choir) 
2017-2018, 2018-2019 St. Paul's Co-Educational Primary School (Junior Choir) 
2019-2020 St. Paul's Co-Educational Primary School (Intermediate Choir) 
2020-2021, 2021-2022 St. Paul's Co-Educational Primary School (Senior Choir)
Summer of 2021, started to compose with interest."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039943"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8, January 2021 [139]"|"Concerto in Eb., Op.36, I movt"|"Franz Vinzenz Krommer"|1|"20210906174532"|"AA00032"|"1. Clarinettist in Concert Band of St. Paul's College , since Sep-2020 2. Clarinettist in Symphony Orchestra of St. Paul's College, since Sep-2020 3. Base Clarinettist in Senior School Concert Band of KTS School (Primary Section), May-2019 to Jun-2020 4. Clarinettist in Senior School Concert Band of KTS School (Primary Section), Sep-2017 to Apr-2019 5. Clarinettist in Junior School Concert Band of KTS School (Primary Section), Sep-2016 to Jul-2017
Singing: 1. Junior Choir of St. Paul's College, since Sep-20 2. Junior Choir of Kowloon Tong School (Primary Section), Sep-2014 to Jul-2016"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040302"|""|"Music Audition"|"Cello (test)"|""|"N/A"|""|"ABRSM Grade 8"|"Mozart"|"Mozart"|1|"20210807174338"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039955"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, Nov 2017 [124]"|"Fantasiestucke op73 1st & 2nd Movement"|"Robert Schumann"|1|"20200908105625"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2020"
"S037965"|""|"Music Audition"|"Viola"|""|"N/A"|""|"ABRSM Grade 8 2018 [125]; Just finished recording for Trinty ATCL"|"J.S.Bach Suites no. 1 for Violoncello [Prelude, Allemande, Courante, Sarabande]"|"J.S. Bach"|1|"20210906155143"|"AA00032"|"School orchestra from 2015 to 2020"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041716"|""|"Music Audition"|"Euphonium"|""|"N/A"|""|"ABRSM Grade 7 2019 [113]"|"Vocalise"|"Sergei Rachmaninov"|1|"20210910112019"|"AA00032"|"Good Hope Primary School Symphonic Band 2016-2021,
Symphony Orchestra, 2018-2020; 
Good Hope School Symphonic Band 2021
Woodwind performance 2021:
https://drive.google.com/file/d/1E0OSsl1HiZ1fpPZDi9ZsX1tvDY653wcL/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040293"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 8 September 2021"|"Allegro: 1st movt from Quarter No.1 in D KV 285"|"Wolfgang. A. Mozart"|1|"20210906172733"|"AA00032"|"School orchestra 2017-2021 
School band 2020-2021"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040667"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5 January 2021"|"Humoresque"|"A. Dvorak"|1|"20210906162015"|"AA00032"|"The Hong Kong Children’s Strings"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040667"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Bourree"|"J. S. Bach"|1|"20210906162015"|"AA00032"|"The Hong Kong Children’s Strings"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041500"|""|"Music Audition"|"Harp"|""|"N/A"|""|""|"My Favorite Things"|"Richard Rodgers, arranged by Skaila Kanga"|1|"20210904113231"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041500"|""|"Music Audition"|"Harp"|""|"N/A"|""|"ABRSM Grade 4 Merit 2015"|"My Favorite Things"|"Richard Rodgers, arranged by Skaila Kanga"|1|"20210910115338"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
